satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
1,1,18,1,0,3779,0,4,0,3,1,2,3,2,2,0,2,1,2,4,5,0.0
0,1,46,1,0,3202,1,1,1,2,4,1,2,4,1,2,3,4,3,4,0,0.0
0,1,17,1,0,3828,1,1,1,2,5,1,5,5,1,5,1,2,2,5,52,49.0
1,1,23,1,0,3800,0,4,0,4,2,0,2,2,1,2,3,4,4,2,10,0.0
1,1,17,1,0,3234,0,4,0,4,2,0,2,2,4,5,3,5,3,2,0,0.0
1,1,33,1,0,2939,0,4,0,4,2,0,2,2,3,1,4,3,3,2,0,2.0
1,1,63,1,0,1781,0,4,0,4,4,5,5,3,3,0,5,5,3,5,10,17.0
1,1,59,1,0,1789,0,4,0,4,2,2,2,3,3,0,3,4,3,1,5,0.0
0,1,24,1,1,3288,1,1,1,2,1,3,3,2,1,1,1,3,3,3,201,208.0
0,1,61,1,0,2821,1,1,1,2,5,1,3,5,2,1,1,3,2,5,0,7.0
0,1,51,1,2,1561,1,1,1,2,1,2,3,4,4,1,3,1,4,2,5,0.0
0,1,33,1,0,2878,1,1,1,2,5,1,5,5,1,1,2,3,2,5,0,0.0
0,1,25,1,0,2724,1,1,1,2,4,1,4,4,1,5,3,3,3,4,0,0.0
0,1,20,1,0,3389,1,1,1,2,1,1,1,1,2,5,3,1,3,1,1,0.0
0,1,29,1,0,2919,1,1,1,2,4,1,5,4,3,1,3,2,3,4,6,3.0
0,1,41,1,0,2786,1,1,1,2,5,1,5,5,4,2,3,3,2,5,18,8.0
0,1,18,1,0,2953,1,1,1,2,2,1,1,2,2,5,1,3,3,2,10,7.0
0,1,60,1,1,3010,1,1,1,2,3,1,3,3,4,3,2,1,2,3,4,26.0
0,1,63,1,0,3260,1,1,1,2,3,1,3,3,3,1,3,2,2,3,0,0.0
0,1,70,1,0,2884,1,1,1,2,1,1,1,1,3,1,1,1,2,1,0,0.0
1,1,32,1,0,2041,0,4,0,4,1,0,1,1,3,2,5,3,4,1,0,0.0
1,1,9,1,0,2282,0,4,0,4,5,4,4,2,2,0,2,3,2,1,0,4.0
0,1,19,1,2,2345,1,1,1,2,1,1,1,1,2,3,1,3,2,1,20,16.0
0,1,57,1,0,2219,1,1,1,2,1,1,2,1,2,4,1,4,1,1,0,0.0
1,1,32,1,0,2588,0,4,0,4,5,3,3,1,1,0,1,4,1,4,0,0.0
1,1,27,1,0,2279,0,4,0,4,5,0,5,5,4,5,1,1,3,5,0,0.0
0,1,52,1,0,2175,1,1,1,2,5,1,5,5,1,1,2,2,2,5,0,0.0
1,1,57,1,0,1056,0,4,0,4,5,1,3,1,1,0,1,2,1,4,35,60.0
1,1,29,1,0,2283,0,4,0,4,5,0,5,5,3,5,4,3,5,5,0,0.0
1,1,37,1,0,1828,0,4,0,4,2,5,5,2,2,0,2,5,2,5,0,0.0
1,1,29,1,0,2224,0,4,0,4,5,3,4,5,5,0,5,4,5,1,0,0.0
0,1,21,1,0,1999,1,1,1,2,4,1,4,4,5,5,5,5,5,4,0,3.0
0,1,53,1,1,1957,1,1,1,2,2,1,4,2,2,5,2,4,3,2,0,0.0
1,1,28,1,0,1894,0,4,0,4,5,0,5,5,4,3,4,3,3,5,0,0.0
1,1,56,1,0,872,0,4,0,4,1,0,1,1,4,4,4,5,4,1,1,0.0
0,1,26,1,2,1774,1,1,1,2,4,1,4,4,3,2,1,2,2,4,22,38.0
1,1,55,1,1,867,0,4,0,4,3,4,5,5,5,0,2,3,5,4,9,17.0
0,1,40,1,1,2546,1,1,1,2,5,1,5,5,1,1,2,4,3,5,20,18.0
0,1,9,1,0,1800,1,1,1,2,2,1,4,2,4,5,3,3,2,2,23,17.0
0,1,25,1,0,2348,1,1,1,2,5,1,5,5,4,2,2,3,3,5,2,0.0
0,1,53,1,1,2098,1,1,1,2,3,1,3,3,4,4,3,2,3,3,0,0.0
0,1,25,1,1,1966,1,1,1,2,3,1,3,3,3,4,3,1,2,3,0,0.0
1,1,32,1,0,1786,0,4,0,4,2,4,5,3,3,0,3,5,3,5,0,15.0
0,1,41,1,0,2351,1,1,1,2,2,1,2,2,1,2,3,2,2,2,25,32.0
0,1,56,1,0,2133,1,1,1,2,4,1,4,4,3,4,2,2,2,4,3,0.0
0,1,48,1,1,1792,1,1,1,2,4,1,4,4,1,4,2,4,2,4,12,22.0
1,1,22,1,0,2076,0,4,0,4,1,0,5,1,4,4,2,3,2,1,10,40.0
1,1,25,1,0,1793,0,4,0,4,3,4,4,1,1,0,1,3,1,4,43,35.0
1,1,37,1,0,1845,0,4,0,4,3,0,3,3,3,2,5,3,5,3,14,21.0
1,1,58,1,0,598,0,4,0,4,4,5,5,1,1,0,1,5,1,3,0,0.0
1,1,57,1,0,620,0,4,0,4,3,0,3,3,5,3,5,4,4,3,0,0.0
0,1,64,1,0,1542,1,1,1,2,2,1,2,2,4,4,2,3,2,2,0,0.0
0,1,69,1,0,2390,1,1,1,2,4,1,4,4,3,5,3,3,2,4,0,0.0
1,1,32,1,0,1670,0,4,0,4,4,0,4,4,1,1,3,1,1,4,4,0.0
0,1,67,1,0,1624,1,1,1,2,4,1,4,4,3,4,1,2,3,4,0,0.0
1,1,33,1,2,596,0,4,0,4,1,0,1,1,4,4,4,5,5,1,0,0.0
0,1,12,1,0,2197,1,1,1,2,2,1,2,2,4,3,3,1,2,2,0,18.0
1,1,69,1,0,569,0,4,0,5,2,5,5,5,5,0,2,4,5,3,13,20.0
0,1,38,1,0,1283,1,1,1,2,1,1,5,1,4,4,1,2,1,1,18,22.0
1,1,15,1,0,1312,0,4,0,5,5,0,5,5,4,2,5,5,4,5,13,7.0
1,1,34,1,1,1555,0,4,0,5,2,0,2,2,4,4,5,5,4,2,0,0.0
1,1,53,1,0,440,0,4,1,1,1,1,1,1,3,2,3,5,5,1,67,66.0
1,1,32,1,0,2395,0,4,1,1,3,3,5,4,4,1,4,3,4,3,0,0.0
1,1,11,1,0,2025,0,4,1,2,3,4,4,1,1,1,1,4,1,5,46,47.0
0,1,38,1,0,2263,1,1,1,2,4,1,4,4,1,3,2,2,2,4,0,0.0
1,1,67,1,0,436,0,4,1,2,1,1,5,1,4,4,5,3,5,1,0,0.0
0,1,21,1,0,1960,1,1,1,2,1,2,4,3,4,2,3,4,3,4,315,297.0
1,1,56,1,0,382,0,4,1,3,5,4,5,3,3,1,3,4,3,4,10,24.0
0,1,55,1,2,391,1,1,1,2,3,1,2,1,1,1,1,3,1,2,0,0.0
0,1,58,1,0,1770,1,1,1,2,2,1,2,2,1,1,2,1,1,2,0,0.0
0,1,29,1,1,1495,1,1,1,2,4,1,4,4,3,2,3,4,2,4,0,0.0
0,1,22,1,0,2224,1,1,1,2,3,1,3,3,4,3,2,1,2,3,0,0.0
0,1,23,1,0,1897,1,1,1,2,3,1,3,3,4,3,2,1,3,3,22,55.0
1,1,14,1,0,1576,0,4,1,3,3,1,1,3,4,2,5,4,5,3,28,29.0
0,1,70,1,0,1646,1,1,1,2,1,1,1,1,3,5,2,4,3,1,0,0.0
0,1,17,1,0,1133,1,1,1,2,3,1,3,3,4,4,2,3,1,3,1,0.0
1,1,62,1,0,316,0,4,1,4,3,1,3,3,3,3,5,5,4,3,2,10.0
1,1,67,1,0,312,0,5,0,1,4,0,4,4,5,3,4,4,4,4,16,12.0
0,1,12,1,0,1485,1,1,1,2,4,1,4,4,4,5,2,1,3,4,0,0.0
1,1,49,1,0,301,0,5,0,1,4,0,4,4,5,4,4,5,4,4,0,0.0
1,1,27,1,0,1329,0,5,0,1,4,4,4,2,2,0,3,5,2,4,0,0.0
1,1,11,1,0,1390,0,5,0,1,1,0,1,1,5,3,5,5,4,1,17,18.0
0,1,64,1,0,1013,1,1,1,2,4,1,4,4,4,5,3,1,3,4,0,2.0
1,1,11,1,0,1547,0,5,0,1,1,0,1,1,4,3,5,3,5,1,0,12.0
0,1,30,1,1,1243,1,1,1,2,4,1,5,4,1,4,3,4,3,4,0,0.0
1,1,13,1,0,1243,0,5,0,1,4,0,4,4,3,3,5,4,3,4,0,0.0
0,1,57,1,0,1389,1,1,1,2,1,1,1,1,2,1,2,3,2,1,0,0.0
1,1,54,1,0,243,0,5,0,1,3,5,4,3,3,0,3,4,3,3,0,0.0
1,1,15,1,0,1734,0,5,0,1,3,5,4,4,4,0,4,5,4,5,0,0.0
1,1,26,1,1,1022,0,5,0,1,4,0,5,4,5,5,4,4,4,4,103,102.0
0,1,60,1,0,1148,1,1,1,2,4,1,2,4,1,3,3,1,3,4,0,14.0
0,1,11,1,0,1330,1,1,1,2,3,1,3,3,4,3,2,4,3,3,4,8.0
0,1,48,1,0,1426,1,1,1,2,4,1,2,4,4,2,1,2,1,4,10,18.0
1,1,56,1,0,60,0,5,0,1,1,0,1,1,3,4,4,3,5,1,0,0.0
0,1,32,1,0,955,1,1,1,2,3,1,3,3,1,4,3,1,3,3,39,36.0
1,1,33,1,0,1396,0,5,0,1,1,0,3,1,3,2,5,4,5,1,0,0.0
1,1,14,1,1,1528,0,5,0,2,3,5,5,2,2,0,2,2,2,5,0,0.0
0,1,35,1,0,6470,1,1,1,3,1,3,3,1,2,2,2,3,2,3,0,32.0
0,1,38,1,0,5322,1,1,1,3,1,4,4,2,4,2,2,4,2,4,0,0.0
1,1,36,1,1,4055,0,5,0,2,2,0,2,2,5,2,5,5,4,2,0,0.0
1,1,61,1,1,2618,0,5,0,2,3,0,3,3,5,4,4,4,4,3,0,0.0
0,1,53,1,0,4051,1,1,1,3,3,1,1,3,2,3,3,3,3,3,0,0.0
1,1,66,1,0,2565,0,5,0,2,1,0,1,1,5,1,3,5,1,1,65,56.0
0,1,59,1,0,4195,1,1,1,3,1,3,5,2,3,3,2,5,2,5,0,2.0
1,1,10,1,0,3629,0,5,0,2,4,4,2,4,4,0,4,2,4,3,1,0.0
0,1,51,1,0,3937,1,1,1,3,5,1,5,5,2,1,3,4,3,5,12,12.0
0,1,61,1,0,3800,1,1,1,3,4,1,4,4,2,4,3,3,4,4,4,0.0
0,1,9,1,1,3858,1,1,1,3,1,1,5,1,1,2,3,1,3,1,6,15.0
1,1,60,1,1,2502,0,5,0,2,3,0,5,3,5,3,4,5,3,3,0,0.0
0,1,53,1,1,3577,1,1,1,3,2,1,2,2,4,5,3,4,2,2,9,0.0
1,1,38,1,0,3906,0,5,0,2,5,0,5,5,5,2,4,3,5,5,0,0.0
0,1,38,1,0,3189,1,1,1,3,5,1,5,5,3,3,3,1,4,5,0,0.0
1,1,50,1,2,2317,0,5,0,2,3,5,5,2,2,0,5,5,2,5,0,0.0
0,1,51,1,0,3757,1,1,1,3,3,1,3,3,2,2,2,4,2,3,0,0.0
1,1,48,1,1,2219,0,5,0,2,2,0,2,2,3,5,4,4,5,2,0,0.0
1,1,61,1,0,2159,0,5,0,2,4,5,5,4,4,0,4,5,4,4,0,0.0
1,1,56,1,0,2159,0,5,0,2,4,4,4,3,3,0,3,3,3,5,0,0.0
0,1,50,1,0,2987,1,1,1,3,1,1,1,1,4,2,3,1,2,1,0,12.0
1,1,15,1,0,3187,0,5,0,2,3,1,2,2,2,0,2,2,2,3,0,0.0
1,1,7,1,0,3211,0,5,0,2,2,0,2,2,2,5,4,4,1,2,2,0.0
0,1,50,1,0,2702,1,1,1,3,3,1,1,3,1,5,4,3,4,3,10,17.0
0,1,70,1,0,3110,1,1,1,3,2,1,2,2,1,4,3,3,4,2,0,0.0
1,1,66,1,1,1768,0,5,0,2,3,0,3,3,1,5,2,4,2,3,0,0.0
1,1,47,1,0,1765,0,5,0,3,5,4,4,5,5,0,5,2,5,3,24,37.0
1,1,23,1,0,3241,0,5,0,3,4,5,4,2,2,0,2,3,2,3,19,18.0
1,1,19,1,0,3376,0,5,0,3,3,0,3,3,4,3,4,3,5,3,14,19.0
0,1,22,1,0,2850,1,1,1,3,1,1,1,1,2,5,4,1,3,1,0,9.0
0,1,60,1,0,2577,1,1,1,3,3,1,3,3,3,5,2,4,3,3,58,37.0
1,1,44,1,1,1657,0,5,0,3,3,4,5,2,2,0,2,4,2,3,18,0.0
1,1,31,1,0,2643,0,5,0,3,3,4,4,4,4,0,2,5,4,3,19,3.0
0,1,65,1,0,2689,1,1,1,3,4,1,4,4,4,4,3,2,2,4,1,0.0
0,1,70,1,0,2605,1,1,1,3,3,1,3,3,1,2,2,4,4,3,0,0.0
1,1,37,1,0,3094,0,5,0,3,5,0,5,5,4,3,5,5,4,5,87,93.0
0,1,30,1,1,2817,1,1,1,3,1,1,1,1,3,1,2,2,4,1,0,0.0
0,1,41,1,0,3324,1,1,1,3,4,1,4,4,4,3,1,4,2,4,0,0.0
0,1,48,1,0,2583,1,1,1,3,2,1,2,2,4,4,4,3,4,2,0,0.0
0,1,39,1,0,2711,1,1,1,3,4,1,4,4,2,4,3,4,2,4,0,0.0
1,1,52,1,2,1529,0,5,0,3,4,0,4,4,3,3,4,5,4,4,0,17.0
1,1,30,1,0,2824,0,5,0,3,1,0,1,1,3,2,4,4,5,1,0,0.0
0,1,18,1,0,2649,1,1,1,3,5,1,4,5,3,3,4,4,4,5,122,105.0
0,1,16,1,0,2548,1,1,1,3,3,1,1,3,1,3,3,1,3,3,15,0.0
1,1,66,1,0,1476,0,5,0,3,2,0,2,2,3,5,4,3,5,2,53,40.0
1,1,64,1,0,1428,0,5,0,3,1,0,2,1,3,5,5,5,4,1,48,75.0
0,1,27,1,0,3220,1,1,1,3,1,1,1,1,4,1,3,2,3,1,0,12.0
1,1,17,1,0,2678,0,5,0,3,2,5,4,1,1,0,1,4,1,4,11,0.0
0,1,37,1,0,3317,1,1,1,3,1,4,4,2,1,4,4,4,2,4,231,250.0
0,1,7,1,0,2226,1,1,1,3,1,1,2,1,2,3,2,4,3,1,0,0.0
0,1,18,1,0,2380,1,1,1,3,3,1,5,3,2,3,2,4,2,3,0,0.0
1,1,47,1,0,1208,0,5,0,3,4,4,5,4,4,0,1,5,4,4,0,0.0
1,1,22,1,0,2147,0,5,0,3,4,0,4,4,5,2,4,3,5,4,0,0.0
0,1,41,1,0,2320,1,1,1,3,5,1,5,5,3,3,3,2,3,5,3,3.0
0,1,67,1,0,2124,1,1,1,3,1,1,1,1,2,1,3,3,2,1,0,0.0
0,1,37,1,0,2710,1,1,1,3,1,1,1,1,1,2,2,3,3,1,0,0.0
0,1,32,1,1,2720,1,1,1,3,4,1,4,4,1,2,2,1,2,4,0,0.0
1,1,46,1,0,1167,0,5,0,3,4,4,2,1,1,0,1,2,1,2,0,0.0
1,1,44,1,0,1133,0,5,0,3,2,0,2,2,5,3,4,5,4,2,0,0.0
0,1,14,1,0,2671,1,1,1,3,3,1,3,3,1,1,3,1,2,3,16,51.0
0,1,60,1,0,2084,1,1,1,3,1,1,1,1,2,5,4,4,4,1,0,0.0
0,1,30,1,0,2932,1,1,1,3,1,1,1,2,3,4,3,1,1,1,179,166.0
0,1,48,1,0,2534,1,1,1,3,3,1,3,3,1,4,3,1,4,3,0,0.0
1,1,17,1,0,2510,0,5,0,3,4,0,4,4,3,5,5,3,4,4,0,0.0
1,1,39,1,0,2680,0,5,0,3,2,4,5,3,3,0,1,4,3,4,0,0.0
0,1,41,1,0,2660,1,1,1,3,1,1,1,1,1,1,3,4,3,1,0,0.0
0,1,48,1,0,1714,1,1,1,3,3,1,2,3,2,4,3,4,2,3,5,0.0
1,1,27,1,0,2361,0,5,0,3,4,4,5,1,1,0,1,4,1,3,30,21.0
1,1,42,1,0,1084,0,5,0,3,2,5,5,3,3,0,1,3,3,3,0,0.0
1,1,59,1,0,1056,0,5,0,3,4,0,4,4,3,3,4,5,4,4,0,0.0
0,1,14,1,0,2793,1,1,1,3,4,1,4,4,3,1,3,3,2,4,0,0.0
0,1,25,1,0,2352,1,1,1,3,5,1,5,5,3,2,3,4,4,5,0,0.0
0,1,37,1,1,2705,1,1,1,3,1,1,1,1,1,5,2,4,2,1,0,0.0
0,1,25,1,0,2869,1,1,1,3,1,1,1,1,1,5,3,3,3,1,24,15.0
0,1,37,1,0,2071,1,1,1,3,5,1,5,5,4,1,4,4,4,5,20,11.0
0,1,48,1,0,2112,1,1,1,3,2,1,2,2,1,3,3,1,3,2,0,0.0
1,1,29,1,0,2338,0,5,0,3,3,4,4,5,5,0,5,5,5,5,0,0.0
1,1,35,1,0,2602,0,5,0,3,2,0,2,2,3,3,4,3,5,2,0,0.0
1,1,14,1,0,1935,0,5,0,3,5,0,5,5,4,5,3,3,3,5,0,0.0
0,1,50,1,0,1832,1,1,1,3,3,1,3,3,1,4,4,3,3,3,0,0.0
1,1,33,1,0,2479,0,5,0,4,5,0,5,5,5,2,4,4,5,5,6,0.0
0,1,23,1,0,2181,1,1,1,3,2,1,2,2,3,1,4,1,3,2,0,0.0
1,1,39,1,0,2355,0,5,0,4,5,5,4,3,3,0,3,4,3,5,45,55.0
1,1,52,1,0,975,0,5,0,4,4,0,4,4,4,5,4,5,5,4,10,3.0
1,1,54,1,0,957,0,5,0,4,2,0,2,2,5,4,4,5,4,2,0,0.0
1,1,25,1,1,1771,0,5,0,4,3,0,1,3,5,3,4,3,2,3,90,76.0
0,1,54,1,0,2265,1,1,1,3,3,1,3,3,4,5,3,1,4,3,4,8.0
0,1,22,1,0,2467,1,1,1,3,5,1,5,5,4,2,2,4,3,5,0,0.0
1,1,65,1,0,966,0,5,0,4,5,5,4,3,3,0,3,3,3,4,0,0.0
1,1,53,1,0,960,0,5,0,4,5,5,4,2,2,0,5,5,2,3,0,0.0
0,1,55,1,0,2117,1,1,1,3,1,1,4,1,3,2,2,2,3,1,29,40.0
0,1,69,1,0,2250,1,1,1,3,4,1,4,4,3,4,3,4,4,4,2,0.0
0,1,16,1,0,1967,1,1,1,3,4,1,4,4,4,1,4,2,3,4,0,43.0
0,1,19,1,0,2316,1,1,1,3,4,1,4,4,4,4,2,4,3,4,0,0.0
0,1,33,1,0,2598,1,1,1,3,1,1,1,1,3,3,3,4,4,1,0,0.0
1,1,45,1,0,897,0,5,0,4,1,0,1,1,5,2,5,3,4,1,0,0.0
1,1,33,1,0,2449,0,5,0,4,2,4,4,1,1,0,1,4,1,3,44,46.0
1,1,45,1,0,873,0,5,0,4,3,4,4,3,3,0,3,4,3,4,0,0.0
1,1,54,1,0,897,0,5,0,4,4,5,4,1,1,0,1,3,1,3,0,0.0
0,1,22,1,2,1807,1,1,1,3,4,1,4,4,4,1,3,4,4,4,7,18.0
0,1,31,1,0,1958,1,1,1,3,3,1,3,3,4,1,4,4,4,3,95,121.0
0,1,39,1,0,2131,1,1,1,3,1,1,1,1,2,4,4,4,4,1,0,0.0
1,1,64,1,0,911,0,5,0,4,4,0,4,4,5,4,5,4,4,4,0,0.0
0,1,29,1,0,2097,1,1,1,3,4,1,4,4,3,1,4,1,3,4,0,1.0
1,1,52,1,0,863,0,5,0,4,2,0,3,2,3,5,3,4,1,2,0,0.0
1,1,49,1,0,839,0,5,0,5,1,0,3,1,3,5,5,5,5,1,0,0.0
1,1,36,1,0,2058,0,5,0,5,4,0,4,4,5,5,4,2,2,4,45,46.0
0,1,33,1,0,1844,1,1,1,3,1,1,1,1,3,5,3,2,4,1,0,0.0
0,1,63,1,0,2265,1,1,1,3,4,1,3,4,3,5,4,1,3,4,0,0.0
1,1,37,1,0,1595,0,5,1,1,3,4,4,4,4,1,2,5,4,3,0,0.0
1,1,12,1,0,2092,0,5,1,3,5,5,4,3,3,1,3,5,3,3,0,0.0
0,1,50,1,0,1606,1,1,1,3,3,1,3,3,3,3,4,3,4,3,0,0.0
1,1,49,1,0,816,0,5,1,3,5,1,5,5,3,2,4,4,1,5,0,0.0
1,1,42,1,0,830,0,5,1,3,2,1,2,2,4,5,4,5,4,2,1,4.0
0,1,49,1,0,1438,1,1,1,3,5,1,5,5,2,2,3,4,3,5,0,0.0
0,1,17,1,0,2667,1,1,1,3,4,1,4,4,2,1,3,4,3,4,0,21.0
1,1,48,1,0,766,0,5,1,4,1,1,1,1,5,5,4,3,5,1,0,0.0
0,1,23,1,2,2385,1,1,1,3,4,1,4,4,1,2,2,4,3,4,2,0.0
1,1,57,1,0,742,0,5,1,4,3,1,3,3,5,4,5,4,4,3,2,3.0
1,1,36,1,0,2158,0,5,1,4,1,1,1,1,3,2,5,5,4,1,30,4.0
0,1,59,1,1,2559,1,1,1,3,5,1,1,5,2,1,3,4,3,5,0,0.0
0,1,67,1,0,1776,1,1,1,3,2,1,2,2,1,4,4,2,3,2,7,21.0
1,1,32,1,1,2054,0,5,1,4,5,5,4,3,3,1,3,3,3,5,12,8.0
1,1,35,1,0,2238,0,5,1,5,3,3,5,4,4,1,4,3,4,3,0,23.0
1,1,48,1,0,711,4,0,2,3,5,5,4,3,3,2,4,5,3,5,0,0.0
0,1,24,1,1,2047,1,1,1,3,4,1,4,4,1,5,2,1,3,4,0,0.0
1,1,24,1,2,2130,4,0,4,2,3,5,4,3,3,4,3,5,3,3,0,0.0
0,1,24,1,0,1662,1,1,1,3,1,1,1,1,1,2,4,3,3,1,15,28.0
0,1,15,1,0,2413,1,1,1,3,2,1,2,2,3,3,3,1,3,2,0,18.0
1,1,18,1,1,2312,4,0,4,3,4,3,4,2,2,4,2,4,2,4,15,0.0
1,1,48,1,0,686,4,0,4,3,1,4,1,1,5,3,5,5,5,1,0,0.0
1,1,63,1,0,729,4,0,4,3,5,4,4,5,5,4,2,4,5,4,0,0.0
0,1,70,1,0,1941,1,1,1,3,4,1,4,4,4,5,4,2,4,4,0,0.0
0,1,55,1,1,1765,1,1,1,3,5,1,5,5,4,3,3,3,2,5,6,3.0
0,1,26,1,0,1661,1,1,1,3,4,1,1,4,2,5,4,4,3,4,0,0.0
0,1,43,1,0,2525,1,1,1,3,5,1,2,5,2,1,3,2,4,5,25,13.0
0,1,49,1,0,1552,1,1,1,3,1,1,1,1,2,1,2,2,3,1,29,15.0
0,1,9,1,0,2023,1,1,1,3,1,1,1,1,4,5,2,4,2,1,80,78.0
0,1,26,1,0,2169,1,1,1,3,3,1,3,3,3,4,3,1,4,3,0,10.0
1,1,33,1,1,2133,4,0,4,3,4,4,4,4,4,5,5,4,5,4,0,0.0
0,1,36,1,1,2293,1,1,1,3,1,3,3,1,1,3,4,3,3,3,155,138.0
1,1,27,1,0,2543,4,0,4,3,4,4,5,5,5,4,5,4,5,3,0,0.0
1,1,53,1,0,648,4,0,4,4,5,4,5,4,4,4,5,3,4,4,0,0.0
1,1,62,1,2,681,4,0,4,4,1,4,1,1,5,4,4,5,4,1,0,0.0
0,1,38,1,0,1734,1,1,1,3,4,1,4,4,4,4,3,4,4,4,0,0.0
0,1,45,1,0,1466,1,1,1,3,5,1,5,5,4,1,3,4,4,5,0,0.0
0,1,19,1,0,2151,1,1,1,3,1,1,1,1,4,5,3,1,3,1,0,0.0
0,1,36,1,0,2567,1,1,1,3,1,1,1,3,4,4,3,1,4,1,159,160.0
0,1,42,1,0,2215,1,1,1,3,4,1,4,4,1,3,4,3,3,4,0,0.0
0,1,35,1,0,2130,1,1,1,3,5,1,5,5,4,4,3,2,3,5,17,3.0
1,1,63,1,0,638,4,0,5,3,2,5,2,2,4,2,4,3,5,2,0,0.0
0,1,32,1,0,1429,1,1,1,3,4,1,4,4,4,5,2,3,3,4,25,18.0
0,1,17,1,0,2257,1,1,1,3,4,1,4,4,1,1,3,3,2,4,0,9.0
0,1,49,1,0,1734,1,1,1,3,3,1,3,3,2,1,4,2,4,3,0,0.0
0,1,33,1,0,2450,1,1,1,3,3,1,3,3,3,3,3,3,4,3,6,0.0
1,1,46,1,0,616,4,1,0,2,2,0,2,2,2,2,2,2,3,2,106,107.0
0,1,55,1,0,2226,1,1,1,3,4,3,3,4,4,1,4,4,4,2,38,131.0
1,1,26,1,0,2193,4,1,0,4,2,0,2,2,1,5,4,4,4,2,0,0.0
0,1,60,1,0,2197,1,1,1,3,3,1,3,3,1,3,3,1,4,3,0,0.0
1,1,23,1,0,1823,4,1,2,2,3,2,3,3,4,3,2,3,2,3,31,24.0
0,1,37,1,0,1488,1,1,1,3,3,1,3,3,4,1,3,4,3,3,0,6.0
1,1,16,1,0,2068,4,1,2,3,2,3,3,3,3,2,3,1,3,2,0,0.0
1,1,28,1,0,1723,4,1,3,2,1,3,1,1,4,2,2,3,1,1,0,0.0
1,1,10,1,0,2001,4,1,3,2,5,1,3,3,3,3,3,3,3,2,0,0.0
1,1,60,1,0,523,4,1,4,1,5,4,5,5,3,5,2,1,1,5,13,9.0
1,1,54,1,1,525,4,1,4,1,2,2,1,2,2,4,2,3,2,1,0,0.0
1,1,7,1,0,1558,4,1,4,2,1,2,2,5,5,4,5,2,5,2,29,31.0
1,1,15,1,2,2064,4,1,4,2,1,4,1,1,4,3,2,2,3,1,0,0.0
0,1,7,1,2,2243,1,1,1,3,2,1,2,2,1,5,4,1,4,2,93,80.0
1,1,28,1,0,1979,4,1,4,2,5,1,1,2,2,4,2,4,2,4,0,2.0
1,1,24,1,0,2199,4,1,4,2,2,4,2,2,4,4,3,4,2,2,28,14.0
1,1,43,1,0,485,4,1,4,2,5,4,5,5,4,1,2,2,1,5,0,10.0
0,1,37,1,0,1510,1,1,1,3,2,1,2,2,4,4,4,4,3,2,15,7.0
0,1,32,1,0,1702,1,1,1,3,4,1,4,4,3,3,2,2,3,4,0,0.0
1,1,19,1,1,1622,4,1,4,2,1,4,1,1,1,4,2,2,3,1,70,60.0
0,1,32,1,0,1639,1,1,1,3,1,1,1,1,3,2,2,3,2,1,0,0.0
1,1,13,1,0,1271,4,1,4,2,1,4,1,1,3,3,3,3,3,1,22,17.0
0,1,61,1,0,1306,1,1,1,3,5,1,5,5,1,1,3,3,4,5,45,40.0
1,1,8,1,0,2094,4,1,4,2,2,2,2,1,1,4,1,2,1,2,0,4.0
0,1,9,1,0,1529,1,1,1,3,3,1,3,3,4,4,2,3,3,3,0,0.0
1,1,56,1,0,430,4,1,4,2,1,3,2,2,2,4,2,2,2,2,14,22.0
1,1,19,1,0,1706,4,1,4,3,2,4,2,2,2,2,3,4,4,2,41,42.0
1,1,17,1,0,1664,4,1,4,3,3,4,4,2,2,4,2,1,2,3,0,0.0
1,1,45,1,1,426,4,1,4,3,2,4,2,2,3,1,4,4,4,2,14,23.0
0,1,54,1,1,2002,1,1,1,3,5,1,5,5,4,1,3,3,3,5,0,0.0
0,1,68,1,0,1931,1,1,1,3,1,2,2,3,3,1,3,4,3,3,108,131.0
0,1,34,1,0,1735,1,1,1,3,4,1,4,4,1,1,4,1,3,4,0,0.0
1,1,50,1,0,446,4,1,4,3,3,4,3,3,2,1,3,3,2,3,0,0.0
0,1,60,1,0,1967,1,1,1,3,4,1,4,4,1,4,3,4,3,4,0,0.0
0,1,12,1,0,1436,1,1,1,3,5,1,5,5,3,3,3,3,2,5,0,0.0
1,1,27,1,0,1832,4,1,4,3,2,4,4,5,5,4,5,3,5,1,0,0.0
1,1,14,1,0,2180,4,1,4,3,2,4,2,2,4,1,2,4,2,2,0,0.0
0,1,19,1,0,2007,1,1,1,3,2,1,1,2,2,3,4,1,3,2,0,0.0
1,1,46,1,0,371,4,1,4,3,2,4,1,2,3,4,4,2,4,2,0,0.0
0,1,22,1,0,2275,1,1,1,3,5,1,5,5,1,2,3,4,3,5,0,0.0
0,1,62,1,0,2261,1,1,1,3,4,1,4,4,4,4,3,4,3,4,20,0.0
0,1,26,1,1,1884,1,1,1,3,2,1,2,2,3,3,3,4,3,2,0,0.0
1,1,38,1,0,1440,4,1,4,3,1,4,1,1,4,1,3,1,4,1,64,73.0
